ID	Super_Kingdom	Group	GC_Content	Gram_Stain	Shape	Arrangment	Endospores	Motility	Salinity	Oxygen_Req	Habitat	Temp._range	Pathogenic_in	Disease
50397	Bacteria	Firmicutes		-	Rod					Aerobic		Mesophilic		
60099	Bacteria	Chloroflexi												
20095	Bacteria	Deltaproteobacteria	74.7	-	Rod		Yes	Yes		Facultative	Terrestrial	Mesophilic	No	None
12634	Bacteria	Deltaproteobacteria	74.9	-	Rod		Yes	Yes		Facultative	Terrestrial	Mesophilic	No	None
17729	Bacteria	Deltaproteobacteria	73.5		Rod		Yes	Yes		Anaerobic	Terrestrial		No	None
19743	Bacteria	Deltaproteobacteria	74.8		Rod		Yes	Yes	Non-halophilic	Anaerobic	Terrestrial	Mesophilic	No	None
52447	Bacteria	Bacteroidetes/Chlorobi												
18213	Bacteria	Firmicutes	44.3		Rod		No			Anaerobic	Host-associated	Mesophilic	No	
39999	Bacteria	Firmicutes		+	Rod					Anaerobic	Host-associated	Mesophilic		
19659	Bacteria	Firmicutes	54.2	+	Rod			No		Anaerobic	Host-associated	Mesophilic	No	None
32765	Bacteria	Alphaproteobacteria	50.0		Coccus	Singles				Aerobic	Host-associated	Mesophilic	Cattle	Anaplasmosis
64631	Bacteria	Alphaproteobacteria												
16369	Bacteria	Alphaproteobacteria	49.8		Coccus	Singles				Aerobic	Host-associated	Mesophilic	Cattle	Bovine_anaplasmosis
64633	Bacteria	Alphaproteobacteria												
29205	Bacteria	Alphaproteobacteria	49.7		Coccus	Singles				Aerobic	Host-associated	Mesophilic	Cattle	Bovine_anaplasmosis
64637	Bacteria	Alphaproteobacteria												
64641	Bacteria	Alphaproteobacteria												
29207	Bacteria	Alphaproteobacteria	49.8		Coccus	Singles				Aerobic	Host-associated	Mesophilic	Cattle	Bovine_anaplasmosis
64643	Bacteria	Alphaproteobacteria												
64635	Bacteria	Alphaproteobacteria												
40	Bacteria	Alphaproteobacteria	49.8		Coccus	Singles				Aerobic	Host-associated		Cattle	Bovine_anaplasmosis
29209	Bacteria	Alphaproteobacteria	49.8		Coccus	Singles				Aerobic	Host-associated	Mesophilic	Cattle	
64639	Bacteria	Alphaproteobacteria												
336	Bacteria	Alphaproteobacteria	41.6	-		Singles				Aerobic	Host-associated	Mesophilic	Human,Animal	Human_granulocytic_anaplasmosis
38313	Bacteria	Firmicutes		+	Rod			Yes		Aerobic	Host-associated	Mesophilic		
28245	Bacteria	Firmicutes	41.8	+	Rod		Yes	Yes		Facultative	Specialized	Thermophilic	No	
215	Bacteria	Aquificae	43.3	-	Coccus					Aerobic	Specialized	Hyperthermophilic	No	
48069	Bacteria	Bacteroidetes/Chlorobi		-	Rod									
37925	Bacteria	Actinobacteria		+	Rod		No	No		Facultative	Host-associated	Mesophilic	Human	
104	Archaea	Euryarchaeota	48.6		Irregular_coccus	Singles,Pairs		Yes		Anaerobic	Aquatic	Hyperthermophilic	No	
32583	Archaea	Euryarchaeota	42.0		Coccus			Yes		Anaerobic	Specialized	Hyperthermophilic	No	
51621	Archaea	Euryarchaeota			Coccus			Yes		Anaerobic	Aquatic	Hyperthermophilic		
61719	Bacteria	Epsilonproteobacteria												
53195	Bacteria	Epsilonproteobacteria												
16319	Bacteria	Epsilonproteobacteria	27.0	-	Spiral	Singles,Chains	No	Yes		Aerobic	Multiple	Mesophilic	Human	Gastroenteritis_and_bacteremia
32593	Bacteria	Epsilonproteobacteria		-	Curved_rod		No	Yes		Microaerophilic	Multiple	Mesophilic	No	
61721	Bacteria	Epsilonproteobacteria												
13242	Bacteria	Betaproteobacteria	64.7	-	Rod	Singles		Yes	Non-halophilic	Facultative	Terrestrial	Mesophilic	No	None
37749	Bacteria	Gammaproteobacteria			Rod		No	No				Mesophilic		
50353	Bacteria	Actinobacteria												
12512	Bacteria	Actinobacteria	62.4	+	Rod,Coccus		No	Yes	Non-halophilic	Aerobic	Terrestrial	Mesophilic	No	None
20011	Bacteria	Actinobacteria	66.0	+	Rod,Coccus		No	Yes		Aerobic	Terrestrial	Mesophilic	No	
20087	Bacteria	Actinobacteria	65.7	+	Rod					Aerobic	Terrestrial	Mesophilic	No	None
12640	Bacteria	Actinobacteria	65.4	+	Rod							Mesophilic	No	None
29085	Bacteria	Cyanobacteria	44.7		Filaments					Facultative	Aquatic	Mesophilic	No	
13465	Bacteria	Cyanobacteria							Mesophilic		Aquatic		No	None
43681	Bacteria	Cyanobacteria			Spiral					Facultative	Aquatic	Mesophilic		
50433	Bacteria	Cyanobacteria												
42161	Bacteria	Cyanobacteria			Spiral					Facultative	Aquatic	Mesophilic		
34793	Bacteria	Cyanobacteria	44.3								Aquatic	Mesophilic		
40633	Bacteria	Cyanobacteria	44.7		Spiral			Yes		Facultative	Aquatic	Mesophilic		
13478	Bacteria	Firmicutes	26.8		Sphere					Aerobic	Host-associated	Mesophilic	Plant	Aster_yellows_witches'-broom
43745	Bacteria	Alphaproteobacteria		-	Rod					Aerobic	Aquatic	Mesophilic		
32595	Bacteria	Alphaproteobacteria	59.5	-	Rod		No	Yes		Aerobic	Aquatic	Mesophilic	No	
33235	Bacteria	Actinobacteria		+						Aerobic	Terrestrial	Mesophilic	No	
13208	Bacteria	Actinobacteria		+	Rod					Anaerobic		Mesophilic	No	
64799	Bacteria	Actinobacteria		+							Host-associated	Mesophilic		
38777	Bacteria	Actinobacteria		+	Coccus		No	No		Anaerobic	Host-associated	Mesophilic		
29401	Bacteria	Actinobacteria	45.7	+	Coccus		No			Anaerobic	Host-associated	Mesophilic		
30999	Bacteria	Actinobacteria	49.3	+	Rod		No	No		Anaerobic	Host-associated	Mesophilic	Human	periodontitis
46677	Bacteria	Actinobacteria	42.7	+			No	No		Anaerobic	Host-associated	Mesophilic		
31435	Bacteria	Actinobacteria	42.7	+			No	No		Anaerobic	Host-associated	Mesophilic		
51071	Bacteria	Actinobacteria												
13607	Bacteria	Alphaproteobacteria	66.8								Aquatic		No	None
62187	Bacteria	Gammaproteobacteria												
64647	Bacteria	Gammaproteobacteria												
64649	Bacteria	Gammaproteobacteria												
64665	Bacteria	Gammaproteobacteria												
13217	Bacteria	Betaproteobacteria	67.9	-	Rod			Yes		Microaerophilic	Host-associated	Mesophilic	No	
19267	Bacteria	Alphaproteobacteria	67.3								Host-associated			
65263	Bacteria	Alphaproteobacteria												
13216	Bacteria	Alphaproteobacteria		-	Rod	Singles		Yes		Facultative	Multiple	Mesophilic	No	None
50367	Bacteria	Alphaproteobacteria		-	Rod			Yes		Facultative		Mesophilic		
32551	Bacteria	Alphaproteobacteria	67.6	-	Rod		No	Yes			Terrestrial	Mesophilic	No	
16	Bacteria	Gammaproteobacteria	65.7	-	Coccobacillus	Singles,Pairs,Chains		Yes		Aerobic	Multiple	Mesophilic	No	
60249	Bacteria	Gammaproteobacteria												
13375	Bacteria	Firmicutes		+	Rod		Yes			Aerobic	Specialized	Mesophilic	No	
28877	Bacteria	Firmicutes		+	Rod			Yes		Aerobic	Terrestrial	Mesophilic	No	
41719	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic	Terrestrial	Mesophilic	No	
13403	Bacteria	Firmicutes	46.5	+	Rod		Yes			Aerobic	Terrestrial	Mesophilic	No	
64659	Bacteria	Firmicutes												
62259	Bacteria	Firmicutes												
64581	Bacteria	Firmicutes												
40303	Bacteria	Firmicutes		+	Rod		Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
29643	Bacteria	Firmicutes	35.4	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
29641	Bacteria	Firmicutes	35.4	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
34519	Bacteria	Firmicutes		+	Rod									
17709	Bacteria	Firmicutes	35.3	+	Rod	Singles,Pairs,Chains	Yes	Yes	Non-halophilic	Facultative	Multiple		No	
10784	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Terrestrial	Mesophilic	Animal	Anthrax
27921	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
27923	Bacteria	Firmicutes	35.1	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
33543	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Human,Animal	Anthrax
27917	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
27915	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
27919	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
27913	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
10795	Bacteria	Firmicutes	35.3	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
40353	Bacteria	Firmicutes		+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
299	Bacteria	Firmicutes	35.3	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
309	Bacteria	Firmicutes	35.4	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
10799	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
31329	Bacteria	Firmicutes	35.2	+	Rod		Yes	Yes				Mesophilic	Animal	anthrax
10796	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
49361	Bacteria	Firmicutes		+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
324	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
10878	Bacteria	Firmicutes	35.4	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
10797	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
337	Bacteria	Firmicutes	35.2	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	Animal	Anthrax
46207	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic		Mesophilic		
46209	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic		Mesophilic		
46075	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic		Mesophilic		
46283	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic	Terrestrial	Mesophilic		
46285	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic	Terrestrial	Mesophilic		
37683	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic		Mesophilic		
46211	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic		Mesophilic		
48615	Bacteria	Firmicutes												
51595	Bacteria	Firmicutes												
46077	Bacteria	Firmicutes		+	Rod		Yes	Yes			Terrestrial	Mesophilic		
46079	Bacteria	Firmicutes		+	Rod		Yes	Yes			Terrestrial	Mesophilic		
46081	Bacteria	Firmicutes		+	Rod		Yes	Yes			Terrestrial	Mesophilic		
34819	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic	Terrestrial	Mesophilic		
38423	Bacteria	Firmicutes	36.3	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic	None	No
31307	Bacteria	Firmicutes	35.3	+	Rod	Chains	Yes	No		Aerobic	Multiple	Mesophilic	Human	Pneumonia
19959	Bacteria	Firmicutes	34.9	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic	No	
29645	Bacteria	Firmicutes	34.8	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29669	Bacteria	Firmicutes	35.1	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
42085	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic		
17719	Bacteria	Firmicutes	34.9	+	Rod		Yes	Yes	Non-halophilic	Aerobic	Multiple	Mesophilic	Human	Endophthalmitis
29695	Bacteria	Firmicutes	35.3	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29697	Bacteria	Firmicutes	35.2	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29699	Bacteria	Firmicutes	35.2	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
17715	Bacteria	Firmicutes	35.5	+	Rod		Yes	Yes	Non-halophilic	Aerobic	Multiple	Mesophilic	Human	Food_poisoning
42089	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic		
42083	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic		Mesophilic		
29691	Bacteria	Firmicutes	35.1	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
42001	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic		Mesophilic		
29655	Bacteria	Firmicutes	35.2	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29693	Bacteria	Firmicutes	35.0	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
42087	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic		Mesophilic	Human	periodontitis
41999	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic		Mesophilic	Human	periodontitis
17711	Bacteria	Firmicutes	35.3	+	Rod		Yes	Yes	Non-halophilic	Aerobic	Multiple	Mesophilic	Human	Periodontal_disease
29671	Bacteria	Firmicutes	34.8	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
74	Bacteria	Firmicutes	35.5	+	Rod	Chains	Yes	Yes		Aerobic	Terrestrial	Mesophilic	Human	Food_poisoning
384	Bacteria	Firmicutes	35.3	+	Rod	Chains	Yes	Yes		Aerobic	Terrestrial	Mesophilic	Human	Food_poisoning
29665	Bacteria	Firmicutes	35.2	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
17731	Bacteria	Firmicutes	35.3	+	Rod	Chains	Yes	Yes	Non-halophilic	Aerobic	Multiple	Mesophilic	Human	Pneumonia
29667	Bacteria	Firmicutes	35.1	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29663	Bacteria	Firmicutes	35.2	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29659	Bacteria	Firmicutes	35.1	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29661	Bacteria	Firmicutes	35.3	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29651	Bacteria	Firmicutes	35.0	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
65237	Bacteria	Firmicutes												
12468	Bacteria	Firmicutes	35.1	+	Rod	Chains	Yes	Yes		Aerobic	Terrestrial	Mesophilic	Human,Animal	Food_poisoning
29689	Bacteria	Firmicutes	34.7	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
15716	Bacteria	Firmicutes	35.4	+	Rod	Chains	Yes	Yes		Aerobic	Terrestrial	Mesophilic	Human,Animal	Gastroenteritis
10788	Bacteria	Firmicutes	35.2	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Anthrax
17733	Bacteria	Firmicutes	35.0	+	Rod	Chains	Yes	Yes	Non-halophilic	Aerobic	Multiple	Mesophilic	Human	Food_poisoning
19957	Bacteria	Firmicutes	35.2	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
41581	Bacteria	Firmicutes	35.5	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29653	Bacteria	Firmicutes	35.2	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
18977	Bacteria	Firmicutes		+	Rod		Yes	Yes	Non-halophilic	Aerobic	Multiple	Mesophilic	Human	Food_poisoning
19955	Bacteria	Firmicutes	35.3	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
16220	Bacteria	Firmicutes	35.5	+	Rod	Chains	Yes	Yes		Aerobic	Terrestrial	Mesophilic	No	
29647	Bacteria	Firmicutes	35.4	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29675	Bacteria	Firmicutes	34.9	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29673	Bacteria	Firmicutes	34.9	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29677	Bacteria	Firmicutes	35.7	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29679	Bacteria	Firmicutes	34.9	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29681	Bacteria	Firmicutes	35.2	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29683	Bacteria	Firmicutes	36.7	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	
29687	Bacteria	Firmicutes	35.0	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29685	Bacteria	Firmicutes	34.9	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
42505	Bacteria	Firmicutes		+	Rod		Yes	Yes		Aerobic		Mesophilic		
17717	Bacteria	Firmicutes	35.5	+	Rod	Chains	Yes	Yes		Aerobic	Terrestrial	Mesophilic	Human	Food_poisoning
36309	Bacteria	Firmicutes		+	Rod								Chimpanzee	anthrax
29657	Bacteria	Firmicutes	35.3	+	Rod	Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
29649	Bacteria	Firmicutes	35.1	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic	Human	Food_poisoning
52105	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
13291	Bacteria	Firmicutes	44.8	+	Rod		Yes	Yes				Mesophilic	No	
61501	Bacteria	Firmicutes												
15679	Bacteria	Firmicutes	46.5	+	Rod	Singles,Pairs,Chains	Yes	Yes		Facultative	Multiple	Mesophilic	No	
19551	Bacteria	Firmicutes	38.1						Moderate_halophilic		Aquatic		No	None
13624	Bacteria	Firmicutes	35.9	+	Rod		Yes	Yes	Non-halophilic	Aerobic	Terrestrial	Mesophilic	Human	Food_poisoning
235	Bacteria	Firmicutes	43.7	+	Rod		Yes	Yes		Facultative	Multiple	Mesophilic	No	
19977	Bacteria	Firmicutes		+	Rod		Yes							
49115	Bacteria	Firmicutes		+	Rod		Yes	Yes		Facultative		Mesophilic		
13082	Bacteria	Firmicutes	46.2	+	Rod	Singles,Chains	Yes	Yes		Facultative		Mesophilic	Human	Food_poisoning
12388	Bacteria	Firmicutes	46.2	+	Rod	Singles,Chains	Yes	Yes		Facultative	Terrestrial	Mesophilic	Human	Food_poisoning
52107	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
42425	Bacteria	Firmicutes	38.1	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic		
41713	Bacteria	Firmicutes		+	Rod		Yes			Aerobic	Terrestrial	Mesophilic	No	
30165	Bacteria	Firmicutes	37.9	+	Rod		Yes	Yes		Aerobic	Multiple	Mesophilic	No	
49595	Bacteria	Firmicutes		+	Rod		Yes	No		Aerobic				
63653	Bacteria	Firmicutes												
29701	Bacteria	Firmicutes	35.2	+	Rod	Chains	Yes	No					No	
29703	Bacteria	Firmicutes	35.3	+	Rod	Chains	Yes	No		Aerobic	Terrestrial	Mesophilic	No	
29705	Bacteria	Firmicutes	35.4	+	Rod	Chains	Yes	No		Aerobic	Terrestrial	Mesophilic	No	
28811	Bacteria	Firmicutes	39.9		Rod		Yes	Yes		Facultative	Terrestrial	Mesophilic		
29707	Bacteria	Firmicutes	35.4	+	Rod	Chains	Yes	No		Aerobic	Terrestrial	Mesophilic	No	
13482	Bacteria	Firmicutes		+	Rod		Yes	Yes	Non-halophilic	Aerobic	Terrestrial	Mesophilic	No	None
39145	Bacteria	Firmicutes			Rod		Yes	Yes		Aerobic	Terrestrial	Mesophilic	No	None
29785	Bacteria	Firmicutes	41.7	+	Rod		Yes	Yes		Aerobic	Terrestrial	Mesophilic	No	
13626	Bacteria	Firmicutes		+	Rod		Yes	Yes	Non-halophilic	Aerobic	Terrestrial	Mesophilic	No	None
20391	Bacteria	Firmicutes	41.3	+	Rod		Yes	Yes		Aerobic	Terrestrial	Mesophilic	No	
13376	Bacteria	Firmicutes	48.6	+	Rod		No	No	Moderate_halophilic	Facultative	Multiple	Mesophilic	No	
41577	Bacteria	Firmicutes			Rod	Chains	Yes	Yes		Aerobic		Mesophilic		
40007	Bacteria	Firmicutes		+	Rod		Yes	Yes		Facultative	Host-associated	Mesophilic		
62235	Bacteria	Firmicutes												
53255	Bacteria	Firmicutes												
40003	Bacteria	Firmicutes		+			Yes				Host-associated	Mesophilic		
40005	Bacteria	Firmicutes		+			Yes				Host-associated	Mesophilic		
18949	Bacteria	Firmicutes	37.6	+	Rod		Yes		Mesophilic	Aerobic	Aquatic	Mesophilic	No	
40001	Bacteria	Firmicutes		+			Yes				Host-associated	Mesophilic		
13545	Bacteria	Firmicutes	45.7	+	Rod		Yes						No	None
19283	Bacteria	Firmicutes	42.1	+	Rod		Yes			Aerobic	Aquatic	Mesophilic	No	
38237	Bacteria	Firmicutes	40	+	Rod		Yes				Aquatic			
46267	Bacteria	Firmicutes		+	Rod					Facultative		Mesophilic		
56051	Bacteria	Firmicutes												
51959	Bacteria	Firmicutes												
61191	Bacteria	Firmicutes												
46261	Bacteria	Firmicutes		+	Rod		Yes	Yes		Facultative	Terrestrial	Mesophilic	No	
53249	Bacteria	Firmicutes												
38027	Bacteria	Firmicutes		+	Rod	Singles,Chains	Yes	Yes		Aerobic	Multiple	Mesophilic	No	
43011	Bacteria	Firmicutes			Rod		Yes	Yes		Facultative	Terrestrial	Mesophilic		
60737	Bacteria	Firmicutes												
60735	Bacteria	Firmicutes												
60739	Bacteria	Firmicutes												
60741	Bacteria	Firmicutes												
38713	Bacteria	Firmicutes		-	Rod		Yes			Facultative	Terrestrial	Mesophilic	No	
39275	Bacteria	Firmicutes		+	Rod	Singles,Chains	Yes	Yes		Facultative	Terrestrial	Mesophilic	No	
62199	Bacteria	Firmicutes												
76	Bacteria	Firmicutes	43.5	+	Rod	Singles,Chains	Yes	Yes		Facultative	Terrestrial	Mesophilic	No	
29889	Bacteria	Firmicutes	43.5	+	Rod	Singles,Chains	Yes	Yes		Facultative	Terrestrial	Mesophilic	No	
32097	Bacteria	Firmicutes		+	Rod		Yes			Facultative	Terrestrial	Mesophilic	No	
29817	Bacteria	Firmicutes	43.5	+	Rod	Singles,Chains	Yes	Yes		Facultative	Terrestrial	Mesophilic	No	
30019	Bacteria	Firmicutes			Rod		Yes	Yes		Facultative	Terrestrial	Mesophilic		None
30013	Bacteria	Firmicutes			Rod		Yes	Yes		Facultative	Terrestrial	Mesophilic		
29891	Bacteria	Firmicutes	43.4	+	Rod	Singles,Chains	Yes	Yes		Facultative	Terrestrial	Mesophilic	No	
